province;province-href;cc_capital-city;cc_street-code;cc_Box-Code;area;area-href;area_list;area_list-href;suburblist;suburblist-href;s_location;s_streetcode;s_boxcode;s_area;s_municipality;s_province;s_capitalcity;s_country
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Strand;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/strand;Gordonsbaai;http://gordonsbaai.postalcodez.co.za/postalcode/wc/city-of-cape-town/strand/gordonsbaai;Location: Gordonsbaai;7140;7151;Strand;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Overberg;http://postalcodez.co.za/postalcodes/wc/overberg;Hermanus;http://postalcodez.co.za/postalcodes/wc/overberg/hermanus;Peach House;http://peach-house.postalcodez.co.za/postalcode/wc/overberg/hermanus/peach-house;Location: Peach House;7200;-------;Hermanus;Overberg;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Southfield;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/southfield;Princessvlei;http://princessvlei.postalcodez.co.za/postalcode/wc/city-of-cape-town/southfield/princessvlei;Location: Princessvlei;7800;-------;Southfield;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Stellenbosch;http://postalcodez.co.za/postalcodes/wc/cape-winelands/stellenbosch;Kleingeluk;http://kleingeluk.postalcodez.co.za/postalcode/wc/cape-winelands/stellenbosch/kleingeluk;Location: Kleingeluk;7600;-------;Stellenbosch;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Guguletu;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/guguletu;Nyanga Junction;http://nyanga-junction.postalcodez.co.za/postalcode/wc/city-of-cape-town/guguletu/nyanga-junction;Location: Nyanga Junction;-------;7756;Guguletu;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;Oudtshoorn;http://postalcodez.co.za/postalcodes/wc/eden/oudtshoorn;Mandelahoogte;http://mandelahoogte.postalcodez.co.za/postalcode/wc/eden/oudtshoorn/mandelahoogte;Location: Mandelahoogte;6625;-------;Oudtshoorn;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Steenberg;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/steenberg;Sheridon Park;http://sheridon-park.postalcodez.co.za/postalcode/wc/city-of-cape-town/steenberg/sheridon-park;Location: Sheridon Park;7945;-------;Steenberg;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Bellville;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/bellville;Kempenville;http://kempenville.postalcodez.co.za/postalcode/wc/city-of-cape-town/bellville/kempenville;Location: Kempenville;7530;-------;Bellville;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Constantia;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/constantia;Monterey Est;http://monterey-est.postalcodez.co.za/postalcode/wc/city-of-cape-town/constantia/monterey-est;Location: Monterey Est;7806;-------;Constantia;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;West Coast;http://postalcodez.co.za/postalcodes/wc/west-coast;Darling;http://postalcodez.co.za/postalcodes/wc/west-coast/darling;Greenville;http://greenville.postalcodez.co.za/postalcode/wc/west-coast/darling/greenville;Location: Greenville;7345;-------;Darling;West Coast;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Bellville;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/bellville;Bellair Lgd;http://bellair-lgd.postalcodez.co.za/postalcode/wc/city-of-cape-town/bellville/bellair-lgd;Location: Bellair Lgd;7530;-------;Bellville;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Elsies River;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/elsies-river;Norwood Est;http://norwood-est.postalcodez.co.za/postalcode/wc/city-of-cape-town/elsies-river/norwood-est;Location: Norwood Est;7490;-------;Elsies River;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Central Karoo;http://postalcodez.co.za/postalcodes/wc/central-karoo;Beaufort West;http://postalcodez.co.za/postalcodes/wc/central-karoo/beaufort-west;Nieuveldpark;http://nieuveldpark.postalcodez.co.za/postalcode/wc/central-karoo/beaufort-west/nieuveldpark;Location: Nieuveldpark;6970;6970;Beaufort West;Central Karoo;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Stellenbosch;http://postalcodez.co.za/postalcodes/wc/cape-winelands/stellenbosch;Elsenburg;http://elsenburg.postalcodez.co.za/postalcode/wc/cape-winelands/stellenbosch/elsenburg;Location: Elsenburg;-------;7607;Stellenbosch;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;Knysna;http://postalcodez.co.za/postalcodes/wc/eden/knysna;Hornlee;http://hornlee.postalcodez.co.za/postalcode/wc/eden/knysna/hornlee;Location: Hornlee;6571;6583;Knysna;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Bergvliet;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/bergvliet;Klein Dreyersdal;http://klein-dreyersdal.postalcodez.co.za/postalcode/wc/city-of-cape-town/bergvliet/klein-dreyersdal;Location: Klein Dreyersdal;7945;-------;Bergvliet;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;Stellenbosch;http://postalcodez.co.za/postalcodes/wc/eden/stellenbosch;Lyndoch;http://lyndoch.postalcodez.co.za/postalcode/wc/eden/stellenbosch/lyndoch;Location: Lyndoch;7680;-------;Stellenbosch;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Lansdowne;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/lansdowne;Nerissa Estate;http://nerissa-estate.postalcodez.co.za/postalcode/wc/city-of-cape-town/lansdowne/nerissa-estate;Location: Nerissa Estate;-------;7780;Lansdowne;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Eerste River;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/eerste-river;Eersterivier Uit 7;http://eersterivier-uit-7.postalcodez.co.za/postalcode/wc/city-of-cape-town/eerste-river/eersterivier-uit-7;Location: Eersterivier Uit 7;7100;-------;Eerste River;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Overberg;http://postalcodez.co.za/postalcodes/wc/overberg;Cape Town;http://postalcodez.co.za/postalcodes/wc/overberg/cape-town;Cape Mail Speed Services Network;http://cape-mail-speed-services-network.postalcodez.co.za/postalcode/wc/overberg/cape-town/cape-mail-speed-services-network;Location: Cape Mail Speed Services Network;-------;8004;Cape Town;Overberg;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Bellville;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/bellville;Oakdale Lgd;http://oakdale-lgd.postalcodez.co.za/postalcode/wc/city-of-cape-town/bellville/oakdale-lgd;Location: Oakdale Lgd;7530;-------;Bellville;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Table View;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/table-view;Bayridge;http://bayridge.postalcodez.co.za/postalcode/wc/city-of-cape-town/table-view/bayridge;Location: Bayridge;7441;-------;Table View;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/cape-town;Langa Zone 27;http://langa-zone-27.postalcodez.co.za/postalcode/wc/city-of-cape-town/cape-town/langa-zone-27;Location: Langa Zone 27;7455;-------;Cape Town;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Lansdowne;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/lansdowne;Klein Turf Hall Lgd;http://klein-turf-hall-lgd.postalcodez.co.za/postalcode/wc/city-of-cape-town/lansdowne/klein-turf-hall-lgd;Location: Klein Turf Hall Lgd;7780;-------;Lansdowne;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Bellville;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/bellville;Wilgerpark;http://wilgerpark.postalcodez.co.za/postalcode/wc/city-of-cape-town/bellville/wilgerpark;Location: Wilgerpark;7530;-------;Bellville;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;Mossel Bay;http://postalcodez.co.za/postalcodes/wc/eden/mossel-bay;Gentshana;http://gentshana.postalcodez.co.za/postalcode/wc/eden/mossel-bay/gentshana;Location: Gentshana;-------;6506;Mossel Bay;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Brackenfell;http://postalcodez.co.za/postalcodes/wc/cape-winelands/brackenfell;Kleinbron Estate;http://kleinbron-estate.postalcodez.co.za/postalcode/wc/cape-winelands/brackenfell/kleinbron-estate;Location: Kleinbron Estate;7560;-------;Brackenfell;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Worcester;http://postalcodez.co.za/postalcodes/wc/cape-winelands/worcester;Roodewal;http://roodewal.postalcodez.co.za/postalcode/wc/cape-winelands/worcester/roodewal;Location: Roodewal;6850;-------;Worcester;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Milnerton;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/milnerton;Koeberg;http://koeberg.postalcodez.co.za/postalcode/wc/city-of-cape-town/milnerton/koeberg;Location: Koeberg;7441;-------;Milnerton;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;West Coast;http://postalcodez.co.za/postalcodes/wc/west-coast;Piketberg;http://postalcodez.co.za/postalcodes/wc/west-coast/piketberg;Elandsbaai;http://elandsbaai.postalcodez.co.za/postalcode/wc/west-coast/piketberg/elandsbaai;Location: Elandsbaai;-------;8110;Piketberg;West Coast;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;Durbanville;http://postalcodez.co.za/postalcodes/wc/eden/durbanville;Proteaville Lgd;http://proteaville-lgd.postalcodez.co.za/postalcode/wc/eden/durbanville/proteaville-lgd;Location: Proteaville Lgd;7550;-------;Durbanville;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Parow;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/parow;Clam Hill;http://clam-hill.postalcodez.co.za/postalcode/wc/city-of-cape-town/parow/clam-hill;Location: Clam Hill;7500;-------;Parow;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;West Coast;http://postalcodez.co.za/postalcodes/wc/west-coast;Piketberg;http://postalcodez.co.za/postalcodes/wc/west-coast/piketberg;Dansville;http://dansville.postalcodez.co.za/postalcode/wc/west-coast/piketberg/dansville;Location: Dansville;7320;-------;Piketberg;West Coast;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Retreat;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/retreat;Silver Tree Est;http://silver-tree-est.postalcodez.co.za/postalcode/wc/city-of-cape-town/retreat/silver-tree-est;Location: Silver Tree Est;7945;-------;Retreat;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Kuils River;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/kuils-river;Sarepta;http://sarepta.postalcodez.co.za/postalcode/wc/city-of-cape-town/kuils-river/sarepta;Location: Sarepta;7580;7582;Kuils River;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Guguletu;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/guguletu;Cross Roads;http://cross-roads.postalcodez.co.za/postalcode/wc/city-of-cape-town/guguletu/cross-roads;Location: Cross Roads;7750;7750;Guguletu;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Worcester;http://postalcodez.co.za/postalcodes/wc/cape-winelands/worcester;Avion Park;http://avion-park.postalcodez.co.za/postalcode/wc/cape-winelands/worcester/avion-park;Location: Avion Park;6850;-------;Worcester;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Guguletu;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/guguletu;Ktc;http://ktc.postalcodez.co.za/postalcode/wc/city-of-cape-town/guguletu/ktc;Location: Ktc;7750;7750;Guguletu;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Maitland;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/maitland;Factreton;http://factreton.postalcodez.co.za/postalcode/wc/city-of-cape-town/maitland/factreton;Location: Factreton;7405;-------;Maitland;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Plumstead;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/plumstead;Trovato Lgd;http://trovato-lgd.postalcodez.co.za/postalcode/wc/city-of-cape-town/plumstead/trovato-lgd;Location: Trovato Lgd;7800;-------;Plumstead;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Durbanville;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/durbanville;Eversdal Heights;http://eversdal-heights.postalcodez.co.za/postalcode/wc/city-of-cape-town/durbanville/eversdal-heights;Location: Eversdal Heights;7550;-------;Durbanville;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Brackenfell;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/brackenfell;Bracken Park;http://bracken-park.postalcodez.co.za/postalcode/wc/city-of-cape-town/brackenfell/bracken-park;Location: Bracken Park;7560;-------;Brackenfell;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Durbanville;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/durbanville;Everglen;http://everglen.postalcodez.co.za/postalcode/wc/city-of-cape-town/durbanville/everglen;Location: Everglen;7550;-------;Durbanville;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Goodwood;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/goodwood;Viking Village;http://viking-village.postalcodez.co.za/postalcode/wc/city-of-cape-town/goodwood/viking-village;Location: Viking Village;7460;-------;Goodwood;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Milnerton;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/milnerton;Race Course Park;http://race-course-park.postalcodez.co.za/postalcode/wc/city-of-cape-town/milnerton/race-course-park;Location: Race Course Park;-------;7441;Milnerton;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Milnerton;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/milnerton;River Hamlet;http://river-hamlet.postalcodez.co.za/postalcode/wc/city-of-cape-town/milnerton/river-hamlet;Location: River Hamlet;-------;7441;Milnerton;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Khayelitsha;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/khayelitsha;Khayelitsha Site C;http://khayelitsha-site-c.postalcodez.co.za/postalcode/wc/city-of-cape-town/khayelitsha/khayelitsha-site-c;Location: Khayelitsha Site C;7784;-------;Khayelitsha;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;West Coast;http://postalcodez.co.za/postalcodes/wc/west-coast;Piketberg;http://postalcodez.co.za/postalcodes/wc/west-coast/piketberg;Eendekuil;http://eendekuil.postalcodez.co.za/postalcode/wc/west-coast/piketberg/eendekuil;Location: Eendekuil;-------;7335;Piketberg;West Coast;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Overberg;http://postalcodez.co.za/postalcodes/wc/overberg;Caledon;http://postalcodez.co.za/postalcodes/wc/overberg/caledon;Bot River;http://bot-river.postalcodez.co.za/postalcode/wc/overberg/caledon/bot-river;Location: Bot River;7185;7185;Caledon;Overberg;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Retreat;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/retreat;Glen Eagles;http://glen-eagles.postalcodez.co.za/postalcode/wc/city-of-cape-town/retreat/glen-eagles;Location: Glen Eagles;7945;-------;Retreat;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Worcester;http://postalcodez.co.za/postalcodes/wc/cape-winelands/worcester;Hospitaalpark;http://hospitaalpark.postalcodez.co.za/postalcode/wc/cape-winelands/worcester/hospitaalpark;Location: Hospitaalpark;6850;-------;Worcester;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Matroosfontein;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/matroosfontein;Connaught Estate;http://connaught-estate.postalcodez.co.za/postalcode/wc/city-of-cape-town/matroosfontein/connaught-estate;Location: Connaught Estate;-------;7490;Matroosfontein;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;West Coast;http://postalcodez.co.za/postalcodes/wc/west-coast;Langebaan;http://postalcodez.co.za/postalcodes/wc/west-coast/langebaan;The Side;http://the-side.postalcodez.co.za/postalcode/wc/west-coast/langebaan/the-side;Location: The Side;7357;-------;Langebaan;West Coast;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Eden;http://postalcodez.co.za/postalcodes/wc/eden;Mossel Bay;http://postalcodez.co.za/postalcodes/wc/eden/mossel-bay;Sinetemba;http://sinetemba.postalcodez.co.za/postalcode/wc/eden/mossel-bay/sinetemba;Location: Sinetemba;6506;-------;Mossel Bay;Eden;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Newlands;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/newlands;Sunnybrae;http://sunnybrae.postalcodez.co.za/postalcode/wc/city-of-cape-town/newlands/sunnybrae;Location: Sunnybrae;7700;-------;Newlands;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Lansdowne;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/lansdowne;Rondebosch-Oos;http://rondebosch-oos.postalcodez.co.za/postalcode/wc/city-of-cape-town/lansdowne/rondebosch-oos;Location: Rondebosch-Oos;7780;-------;Lansdowne;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Fish Hoek;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/fish-hoek;The Lakes;http://the-lakes.postalcodez.co.za/postalcode/wc/city-of-cape-town/fish-hoek/the-lakes;Location: The Lakes;7975;-------;Fish Hoek;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Kuils River;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/kuils-river;Jagtershof;http://jagtershof.postalcodez.co.za/postalcode/wc/city-of-cape-town/kuils-river/jagtershof;Location: Jagtershof;7580;-------;Kuils River;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Mitchells Plain;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/mitchells-plain;Portlands;http://portlands.postalcodez.co.za/postalcode/wc/city-of-cape-town/mitchells-plain/portlands;Location: Portlands;7785;-------;Mitchells Plain;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Durbanville;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/durbanville;Langeberg Village;http://langeberg-village.postalcodez.co.za/postalcode/wc/city-of-cape-town/durbanville/langeberg-village;Location: Langeberg Village;7550;-------;Durbanville;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;Cape Winelands;http://postalcodez.co.za/postalcodes/wc/cape-winelands;Montagu;http://postalcodez.co.za/postalcodes/wc/cape-winelands/montagu;Koo;http://koo.postalcodez.co.za/postalcode/wc/cape-winelands/montagu/koo;Location: Koo;6720;-------;Montagu;Cape Winelands;Western Cape;WC Capital City:Cape Town;South Africa
Western Cape;http://postalcodez.co.za/postalcodes/wc;Cape Town;8001;8000;City of Cape Town;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town;Bellville;http://postalcodez.co.za/postalcodes/wc/city-of-cape-town/bellville;Bellville Ext 1;http://bellville-ext-1.postalcodez.co.za/postalcode/wc/city-of-cape-town/bellville/bellville-ext-1;Location: Bellville Ext 1;7530;-------;Bellville;City of Cape Town;Western Cape;WC Capital City:Cape Town;South Africa
